pas_id	chrom	start	end	strand	assigned_gene_id	n_samestrand_gene_bodies	gene_name	gene_biotype	n_pairs_replicated	max_patient_support	max_abs_effect	disclosure
61089	10	72887391	72887694	+	ENSG00000156026	1	MCU	protein_coding	2	3	0.32110	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
61335	10	73248754	73249663	-	ENSG00000182180	1	MRPS16	protein_coding	2	2	0.25439	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
61381	10	73375428	73375445	-	ENSG00000138279	1	ANXA7	protein_coding	3	5	0.46121	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
61383	10	73375780	73375889	-	ENSG00000138279	1	ANXA7	protein_coding	2	2	0.29990	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
61413	10	73436536	73437202	-	ENSG00000107758	1	PPP3CB	protein_coding	1	2	0.50375	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
61418	10	73443779	73444179	-	ENSG00000107758	1	PPP3CB	protein_coding	1	3	0.32596	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
62012	10	74708533	74708558	+	ENSG00000156110	1	ADK	protein_coding	2	3	0.47067	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
62232	10	75231219	75231280	+	ENSG00000165637	1	VDAC2	protein_coding	1	2	0.29225	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
62747	10	78040696	78040697	+	ENSG00000138326	1	RPS24	protein_coding	10	5	0.38279	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
62871	10	79615235	79615305	+	ENSG00000122852	1	SFTPA1	protein_coding	1	2	0.40199	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
63166	10	80522528	80522638	+	ENSG00000108219	1	TSPAN14	protein_coding	2	3	0.59179	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
63264	10	84153050	84153323	+	ENSG00000165678	1	GHITM	protein_coding	2	3	0.31578	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
63398	10	84517995	84518536	+	ENSG00000107771	1	CCSER2	protein_coding	1	3	0.20109	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
63607	10	87050485	87050583	-	ENSG00000148672	1	GLUD1	protein_coding	4	5	0.41323	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
64304	10	89213568	89213569	-	ENSG00000107798	1	LIPA	protein_coding	3	4	0.37271	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
64307	10	89214300	89214961	-	ENSG00000107798	1	LIPA	protein_coding	4	3	0.29751	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
64541	10	91283750	91284331	+	ENSG00000180628	1	PCGF5	protein_coding	1	2	0.21623	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
64628	10	91864848	91865475	+	ENSG00000107854	1	TNKS2	protein_coding	1	2	0.52030	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
64704	10	92029960	92030325	+	ENSG00000095564	1	BTAF1	protein_coding	1	2	0.42824	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
65043	10	93059070	93059490	+	ENSG00000138190	1	EXOC6	protein_coding	1	3	0.59978	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
65387	10	95237571	95237572	-	ENSG00000107438	1	PDLIM1	protein_coding	1	2	0.38760	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
65388	10	95237709	95237728	-	ENSG00000107438	1	PDLIM1	protein_coding	1	2	0.40141	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
65773	10	96520672	96520673	-	ENSG00000077147	1	TM9SF3	protein_coding	1	2	0.32835	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
65774	10	96520984	96520985	-	ENSG00000077147	1	TM9SF3	protein_coding	3	3	0.38327	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
66045	10	97356700	97356980	-	ENSG00000052749	1	RRP12	protein_coding	3	2	0.61995	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
66089	10	97436141	97436228	-	ENSG00000171311	1	EXOSC1	protein_coding	3	4	0.34182	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
66105	10	97457365	97457370	+	ENSG00000171307	1	ZDHHC16	protein_coding	2	4	0.44766	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
66319	10	98417014	98417029	-	ENSG00000107521	1	HPS1	protein_coding	1	3	0.39306	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
66469	10	99875207	99875978	-	ENSG00000107554	1	DNMBP	protein_coding	1	2	0.76905	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
66572	10	100232292	100232690	-	ENSG00000095485	1	CWF19L1	protein_coding	2	2	0.56655	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
66601	10	100274699	100274700	-	ENSG00000196072	1	BLOC1S2	protein_coding	3	4	0.37194	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
66603	10	100274914	100275020	-	ENSG00000196072	1	BLOC1S2	protein_coding	2	2	0.28554	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
66604	10	100275149	100275184	-	ENSG00000196072	1	BLOC1S2	protein_coding	1	2	0.31932	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
66629	10	100362980	100363621	+	ENSG00000099194	1	SCD	protein_coding	1	2	0.55523	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
66906	10	101784444	101784450	-	ENSG00000198408	1	OGA	protein_coding	2	3	0.32010	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
67092	10	102163451	102163870	+	ENSG00000166197	1	NOLC1	protein_coding	1	3	0.40588	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
67200	10	102382838	102382896	+	ENSG00000107862	1	GBF1	protein_coding	2	3	0.43496	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
67215	10	102402433	102402524	+	ENSG00000077150	1	NFKB2	protein_coding	1	2	0.37625	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
67507	10	103088148	103088155	-	ENSG00000076685	1	NT5C2	protein_coding	1	2	0.36749	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
68285	10	110604312	110604636	+	ENSG00000108055	1	SMC3	protein_coding	1	2	0.32483	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
68794	10	113166905	113167678	+	ENSG00000148737	1	TCF7L2	protein_coding	4	3	0.51657	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
68974	10	114431101	114431552	-	ENSG00000099204	1	ABLIM1	protein_coding	2	5	0.46944	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
69419	10	118681497	118681914	-	ENSG00000151893	1	CACUL1	protein_coding	5	2	0.45973	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
69477	10	119035028	119035567	-	ENSG00000107581	1	EIF3A	protein_coding	4	4	0.36207	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
69479	10	119035756	119036424	-	ENSG00000107581	1	EIF3A	protein_coding	6	4	0.35751	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
69564	10	119167958	119168122	-	ENSG00000165672	1	PRDX3	protein_coding	1	2	0.25481	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
69778	10	119677442	119677510	+	ENSG00000151929	1	BAG3	protein_coding	1	2	0.25555	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
69857	10	119828467	119829151	+	ENSG00000198825	1	INPP5F	protein_coding	2	2	0.47481	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
70409	10	123057951	123058290	+	ENSG00000196177	1	ACADSB	protein_coding	1	2	0.55170	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
70744	10	124989126	124989242	-	ENSG00000175029	1	CTBP2	protein_coding	1	2	0.68255	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
70854	10	125836416	125836551	+	ENSG00000107949	1	BCCIP	protein_coding	1	3	0.36058	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
71292	10	129767106	129767107	+	ENSG00000170430	1	MGMT	protein_coding	3	3	0.30262	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
71760	11	216136	216515	-	ENSG00000142082	1	SIRT3	protein_coding	1	2	0.57701	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
71829	11	309226	309555	+	ENSG00000185201	1	IFITM2	protein_coding	16	4	0.49916	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
71839	11	315072	315272	+	ENSG00000185201	2	IFITM2	protein_coding	15	7	0.58253	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
71845	11	319675	319706	-	ENSG00000142089	1	IFITM3	protein_coding	6	3	0.80048	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
72048	11	727407	727727	+	ENSG00000177106	1	EPS8L2	protein_coding	6	5	0.77688	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
72091	11	812873	812875	+	ENSG00000177600	1	RPLP2	protein_coding	1	2	0.08367	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
72103	11	839634	839793	-	ENSG00000177700	1	POLR2L	protein_coding	2	3	0.31778	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
72119	11	869757	869767	-	ENSG00000177830	1	CHID1	protein_coding	2	2	0.60763	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
72329	11	1837520	1837521	+	ENSG00000149043	1	SYT8	protein_coding	4	3	0.93939	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
72594	11	3000926	3000933	-	ENSG00000110619	1	CARS1	protein_coding	2	4	0.47772	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
72731	11	3675009	3675465	-	ENSG00000110713	1	NUP98	protein_coding	2	3	0.28754	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
72864	11	3826977	3826978	-	ENSG00000177105	1	RHOG	protein_coding	1	2	0.06473	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
72989	11	4092580	4093208	+	ENSG00000167323	1	STIM1	protein_coding	1	2	0.33039	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
73160	11	5710438	5710863	+	ENSG00000132274	1	TRIM22	protein_coding	2	3	0.29236	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
73303	11	6610869	6610872	+	ENSG00000166333	1	ILK	protein_coding	3	5	0.30157	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
73727	11	8948051	8948182	-	ENSG00000175348	1	TMEM9B	protein_coding	1	2	0.31782	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
73790	11	9138824	9139238	-	ENSG00000184014	1	DENND5A	protein_coding	1	2	0.34524	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
73965	11	9446112	9446229	+	ENSG00000205339	1	IPO7	protein_coding	1	2	0.23689	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
73966	11	9446616	9446750	+	ENSG00000205339	1	IPO7	protein_coding	2	3	0.29462	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
73968	11	9447035	9447113	+	ENSG00000205339	1	IPO7	protein_coding	3	3	0.32995	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
73969	11	9447241	9447246	+	ENSG00000205339	1	IPO7	protein_coding	1	2	0.24238	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
74105	11	9749600	9750505	+	ENSG00000133789	1	SWAP70	protein_coding	5	2	0.27206	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
74106	11	9751398	9751842	+	ENSG00000133789	1	SWAP70	protein_coding	2	2	0.11600	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
74107	11	9752495	9753139	+	ENSG00000133789	1	SWAP70	protein_coding	4	2	0.19241	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
74349	11	10511672	10512361	-	ENSG00000110315	1	RNF141	protein_coding	8	5	0.23921	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
74353	11	10514726	10514997	-	ENSG00000110315	1	RNF141	protein_coding	2	2	0.29231	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
74403	11	10779379	10779746	+	ENSG00000198730	1	CTR9	protein_coding	2	2	0.47808	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
74414	11	10797622	10797623	-	ENSG00000110321	1	EIF4G2	protein_coding	1	2	0.30278	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
74620	11	11956395	11956582	+	ENSG00000170242	1	USP47	protein_coding	1	2	0.31256	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
74989	11	13730997	13731500	+	ENSG00000197601	1	FAR1	protein_coding	2	2	0.48622	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
75083	11	14457507	14457566	-	ENSG00000129083	1	COPB1	protein_coding	1	2	0.21312	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
75356	11	14869663	14871384	+	ENSG00000152270	1	PDE3B	protein_coding	1	3	0.25570	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
75465	11	16754989	16755347	+	ENSG00000110696	1	C11orf58	protein_coding	4	3	0.34571	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
75467	11	16755773	16755892	+	ENSG00000110696	1	C11orf58	protein_coding	5	3	0.31476	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
75471	11	16757393	16758229	+	ENSG00000110696	1	C11orf58	protein_coding	1	2	0.11754	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
75472	11	16758339	16758345	+	ENSG00000110696	1	C11orf58	protein_coding	1	2	0.17741	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
75475	11	16777294	16777830	-	ENSG00000166689	1	PLEKHA7	protein_coding	1	2	0.59126	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
75477	11	16787652	16788016	-	ENSG00000166689	1	PLEKHA7	protein_coding	2	2	0.54846	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
75779	11	18278595	18279648	-	ENSG00000110756	1	HPS5	protein_coding	1	3	0.54409	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
75866	11	18403710	18404702	+	ENSG00000134333	1	LDHA	protein_coding	1	2	0.15442	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
75872	11	18407236	18407452	+	ENSG00000134333	1	LDHA	protein_coding	9	5	0.42870	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
75985	11	18606353	18607933	-	ENSG00000179119	1	SPTY2D1	protein_coding	1	2	0.45507	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
76589	11	27494417	27495237	-	ENSG00000148943	1	LIN7C	protein_coding	1	2	0.49350	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
76960	11	32602364	32602563	+	ENSG00000149100	1	EIF3M	protein_coding	1	2	0.19554	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
77214	11	33357022	33357023	+	ENSG00000110422	1	HIPK3	protein_coding	2	5	0.46712	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
77249	11	33709995	33710033	-	ENSG00000284969	2	AL049629.2	protein_coding	16	6	0.59175	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
77262	11	33740892	33741353	-	ENSG00000110429	1	FBXO3	protein_coding	3	4	0.60040	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
77322	11	34100726	34102101	+	ENSG00000135387	1	CAPRIN1	protein_coding	1	2	0.27687	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
77530	11	34995813	34996212	+	ENSG00000110435	1	PDHX	protein_coding	1	2	0.44297	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
77611	11	35190018	35190114	+	ENSG00000026508	1	CD44	protein_coding	9	4	0.32632	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
77653	11	35229286	35229572	+	ENSG00000026508	1	CD44	protein_coding	13	4	0.54906	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
77654	11	35229932	35230027	+	ENSG00000026508	1	CD44	protein_coding	7	5	0.49781	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
77657	11	35232110	35232402	+	ENSG00000026508	1	CD44	protein_coding	17	6	0.60298	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
77717	11	35810645	35811053	+	ENSG00000166326	1	TRIM44	protein_coding	1	2	0.40455	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
77964	11	43344524	43344529	+	ENSG00000166181	1	API5	protein_coding	2	2	0.36402	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
78448	11	46380550	46380554	+	ENSG00000149091	1	DGKZ	protein_coding	8	8	0.74796	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
78453	11	46396413	46396802	-	ENSG00000110497	1	AMBRA1	protein_coding	2	5	0.10253	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
78589	11	46677079	46677508	-	ENSG00000175220	1	ARHGAP1	protein_coding	2	2	0.60776	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
78812	11	47268630	47268905	+	ENSG00000025434	1	NR1H3	protein_coding	1	2	0.74284	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
78898	11	47465936	47466170	-	ENSG00000149187	1	CELF1	protein_coding	3	4	0.38205	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
79005	11	47618709	47618771	-	ENSG00000109919	1	MTCH2	protein_coding	1	2	0.30183	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
79029	11	47716516	47717038	-	ENSG00000109920	1	FNBP4	protein_coding	2	4	0.28183	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
79265	11	48170476	48170842	+	ENSG00000149177	1	PTPRJ	protein_coding	2	3	0.37220	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
79566	11	57788907	57789709	+	ENSG00000288534	3	AP001931.2	protein_coding	6	7	0.25589	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
79581	11	57803469	57803885	+	ENSG00000288534	3	AP001931.2	protein_coding	4	2	0.18997	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
79587	11	57818027	57818447	+	ENSG00000288534	2	AP001931.2	protein_coding	15	7	0.45190	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
79639	11	58526870	58526944	-	ENSG00000110031	1	LPXN	protein_coding	6	4	0.61097	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
79640	11	58527297	58527305	-	ENSG00000110031	1	LPXN	protein_coding	4	4	0.48239	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
79689	11	58620512	58621394	+	ENSG00000186660	2	ZFP91	protein_coding	1	2	0.45046	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
79873	11	59806134	59806143	-	ENSG00000166902	1	MRPL16	protein_coding	1	2	0.21038	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
79908	11	60172013	60172151	-	ENSG00000110077	1	MS4A6A	protein_coding	2	4	0.44518	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
79909	11	60172439	60172497	-	ENSG00000110077	1	MS4A6A	protein_coding	2	2	0.51490	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
79912	11	60174439	60175563	-	ENSG00000110077	1	MS4A6A	protein_coding	1	2	0.34395	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
79918	11	60179481	60179931	-	ENSG00000110077	1	MS4A6A	protein_coding	1	2	0.35469	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
80195	11	61299450	61299451	-	ENSG00000167986	1	DDB1	protein_coding	2	3	0.29848	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
80365	11	61789129	61789130	-	ENSG00000134825	1	TMEM258	protein_coding	2	2	0.30977	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
80396	11	61873525	61873526	-	ENSG00000221968	1	FADS3	protein_coding	5	4	0.68279	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
80419	11	61965262	61965666	-	ENSG00000167996	1	FTH1	protein_coding	7	3	0.72315	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
80510	11	62423144	62423195	+	ENSG00000149021	1	SCGB1A1	protein_coding	2	2	0.23083	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
80514	11	62433529	62433546	-	ENSG00000124942	1	AHNAK	protein_coding	1	2	0.24938	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
80536	11	62515901	62515971	-	ENSG00000124942	1	AHNAK	protein_coding	9	5	0.45356	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
80658	11	62690238	62690280	-	ENSG00000234857	2	HNRNPUL2-BSCL2	protein_coding	9	4	0.57161	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
80664	11	62705068	62705549	-	ENSG00000234857	2	HNRNPUL2-BSCL2	protein_coding	1	2	0.20025	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
80685	11	62735479	62737247	+	ENSG00000162222	1	TTC9C	protein_coding	1	2	0.34888	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
80687	11	62738600	62738636	+	ENSG00000162222	1	TTC9C	protein_coding	3	2	0.59332	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
80689	11	62739929	62740331	+	ENSG00000162222	1	TTC9C	protein_coding	1	2	0.20643	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
80728	11	62806896	62806978	-	ENSG00000162236	1	STX5	protein_coding	3	3	0.45601	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
80752	11	62832910	62832911	-	ENSG00000133316	1	WDR74	protein_coding	1	2	0.20649	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
80833	11	63546243	63546261	+	ENSG00000133321	1	PLAAT4	protein_coding	1	2	0.16306	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
80992	11	63758794	63758821	+	ENSG00000133318	1	RTN3	protein_coding	4	4	0.50193	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
80993	11	63759037	63759122	+	ENSG00000133318	1	RTN3	protein_coding	7	5	0.45768	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
80995	11	63759645	63759891	+	ENSG00000133318	1	RTN3	protein_coding	9	6	0.45922	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
81080	11	63997607	63997755	+	ENSG00000167770	1	OTUB1	protein_coding	1	2	0.22374	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
81081	11	63998406	63998415	+	ENSG00000167770	1	OTUB1	protein_coding	4	2	0.48322	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
81230	11	64357524	64357534	+	ENSG00000168071	1	CCDC88B	protein_coding	3	3	0.71380	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
81256	11	64740865	64741081	-	ENSG00000068831	1	RASGRP2	protein_coding	1	3	0.46513	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
81266	11	64764605	64764614	-	ENSG00000168066	1	SF1	protein_coding	7	4	0.47116	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
81277	11	64775527	64776544	-	ENSG00000168066	1	SF1	protein_coding	2	4	0.36230	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
81389	11	65111665	65111862	+	ENSG00000149823	2	VPS51	protein_coding	4	3	0.39479	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
