pas_id	chrom	start	end	strand	assigned_gene_id	context	n_samestrand_gene_bodies	utr3_gene_ids	in_own_gene_body	exonic_any_gene	panel	gtf
231661	19	48882136	48883441	+	ENSG00000087074	outside any same-strand gene	0		False	False	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
483256	9	123104114	123104866	+	ENSG00000011454	own-gene 3' UTR	1	ENSG00000011454	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
300787	22	41433478	41434394	-	ENSG00000183864	own-gene 3' UTR	1	ENSG00000183864	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
389083	6	1723406	1724035	-	ENSG00000112699	intronic (same-strand gene body)	1		True	False	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
64510	10	91227941	91227956	+	ENSG00000180628	exonic, not 3' UTR	1		True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
260690	2	156438946	156439758	+	ENSG00000115159	intronic (same-strand gene body)	1		True	False	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
171515	16	21445115	21445974	-	ENSG00000169246	intronic (same-strand gene body)	1		True	False	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
141184	14	68787822	68787948	-	ENSG00000185650	own-gene 3' UTR	1	ENSG00000185650	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
229150	19	41383671	41384083	+	ENSG00000255730	other-gene 3' UTR	2	ENSG00000142046	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
100467	12	27324598	27325094	+	ENSG00000211455	own-gene 3' UTR	1	ENSG00000211455	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
248276	2	74306644	74306901	-	ENSG00000264324	exonic, not 3' UTR	3		True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
452059	8	37699606	37700019	+	ENSG00000183779	own-gene 3' UTR	1	ENSG00000183779	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
108146	12	67312784	67313238	+	ENSG00000111530	own-gene 3' UTR	1	ENSG00000111530	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
80549	11	62530798	62532875	-	ENSG00000124942	exonic, not 3' UTR	1		True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
405541	6	99542386	99542475	-	ENSG00000112237	own-gene 3' UTR	1	ENSG00000112237	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
419736	7	6825350	6826242	-	ENSG00000146574	exonic, not 3' UTR	1		True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
235847	2	9605043	9606267	-	ENSG00000134308	intronic (same-strand gene body)	1		True	False	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
208318	18	2914065	2914087	+	ENSG00000132205	own-gene 3' UTR	1	ENSG00000132205	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
290989	21	33449022	33449145	-	ENSG00000142188	own-gene 3' UTR	1	ENSG00000142188	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
285032	20	49245467	49246420	-	ENSG00000124201	own-gene 3' UTR	1	ENSG00000124201	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
166411	16	1729589	1731091	+	ENSG00000138834	intronic (same-strand gene body)	1		True	False	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
307158	3	23920771	23920847	+	ENSG00000174748	own-gene 3' UTR	1	ENSG00000174748	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
16977	1	70251790	70251820	+	ENSG00000116754	own-gene 3' UTR	1	ENSG00000116754	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
66572	10	100232292	100232690	-	ENSG00000095485	own-gene 3' UTR	1	ENSG00000095485	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
228726	19	40447788	40447840	-	ENSG00000090013	own-gene 3' UTR	1	ENSG00000090013	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
442344	7	135662556	135663084	+	ENSG00000243317	exonic, not 3' UTR	1		True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
364760	5	37064625	37065651	+	ENSG00000164190	own-gene 3' UTR	1	ENSG00000164190	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
246929	2	69324855	69326104	-	ENSG00000198380	own-gene 3' UTR	1	ENSG00000198380	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
91102	11	118409752	118409847	+	ENSG00000285827	other-gene 3' UTR	2	ENSG00000167283	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
388266	5	179730924	179730953	+	ENSG00000127022	own-gene 3' UTR	1	ENSG00000127022	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
312541	3	50325960	50325993	-	ENSG00000114383	own-gene 3' UTR	1	ENSG00000114383	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
31871	1	160339488	160339695	-	ENSG00000122218	exonic, not 3' UTR	1		True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
166476	16	1961974	1961975	+	ENSG00000140990	own-gene 3' UTR	1	ENSG00000140990	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
350949	4	102887608	102887681	+	ENSG00000145354	own-gene 3' UTR	1	ENSG00000145354	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
457045	8	73981691	73981863	+	ENSG00000175606	own-gene 3' UTR	1	ENSG00000175606	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
188380	17	16031526	16032372	-	ENSG00000141027	own-gene 3' UTR	1	ENSG00000141027	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
30885	1	156137865	156137866	+	ENSG00000160789	exonic, not 3' UTR	1		True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
43432	1	224389130	224389141	-	ENSG00000162923	own-gene 3' UTR	1	ENSG00000162923	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
452136	8	37888598	37889295	-	ENSG00000156675	intronic (same-strand gene body)	1		True	False	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
377081	5	110764451	110765179	+	ENSG00000164209	own-gene 3' UTR	1	ENSG00000164209	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
98365	12	15620157	15620369	-	ENSG00000151491	own-gene 3' UTR	1	ENSG00000151491	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
213668	18	46266565	46266992	+	ENSG00000152242	own-gene 3' UTR	1	ENSG00000152242	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
109783	12	76046015	76046767	-	ENSG00000187109	own-gene 3' UTR	1	ENSG00000187109	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
463375	8	122974043	122974514	+	ENSG00000178764	own-gene 3' UTR	1	ENSG00000178764	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
23537	1	113697206	113697618	-	ENSG00000116793	own-gene 3' UTR	1	ENSG00000116793	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
246091	2	64526860	64527603	+	ENSG00000119844	intronic (same-strand gene body)	1		True	False	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
168952	16	11870137	11870765	-	ENSG00000103342	own-gene 3' UTR	1	ENSG00000103342	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
45642	1	235166894	235167724	-	ENSG00000054267	own-gene 3' UTR	1	ENSG00000054267	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
474156	9	65733597	65733674	+	ENSG00000147996	own-gene 3' UTR	1	ENSG00000147996	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
136824	14	50719765	50720281	-	ENSG00000100503	own-gene 3' UTR	1	ENSG00000100503	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
159248	15	68086418	68087692	+	ENSG00000033800	own-gene 3' UTR	1	ENSG00000033800	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
246925	2	69321517	69322062	-	ENSG00000198380	own-gene 3' UTR	1	ENSG00000198380	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
405286	6	96554788	96555276	+	ENSG00000014123	own-gene 3' UTR	1	ENSG00000014123	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
173088	16	27345153	27346123	+	ENSG00000077238	own-gene 3' UTR	1	ENSG00000077238	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
8860	1	32176536	32176568	+	ENSG00000025800	own-gene 3' UTR	2	ENSG00000025800	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
404683	6	89085610	89087195	+	ENSG00000146278	outside any same-strand gene	0		False	False	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
77657	11	35232110	35232402	+	ENSG00000026508	own-gene 3' UTR	1	ENSG00000026508	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
142325	14	73120955	73121398	+	ENSG00000119707	own-gene 3' UTR	1	ENSG00000119707	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
129918	13	98793486	98793931	-	ENSG00000088387	own-gene 3' UTR	1	ENSG00000088387	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
415825	6	158765797	158766437	+	ENSG00000164674	outside any same-strand gene	0		False	False	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
143176	14	75134243	75134281	-	ENSG00000170348	own-gene 3' UTR	1	ENSG00000170348	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
357222	4	152453855	152454882	-	ENSG00000109670	intronic (same-strand gene body)	1		True	False	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
219409	19	5586998	5587366	-	ENSG00000130254	own-gene 3' UTR	1	ENSG00000130254	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
93258	11	130226676	130227092	-	ENSG00000196323	own-gene 3' UTR	1	ENSG00000196323	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
148190	14	103590526	103590527	+	ENSG00000126214	other-gene 3' UTR	3	ENSG00000256053	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
440695	7	129833687	129833714	-	ENSG00000186591	own-gene 3' UTR	1	ENSG00000186591	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
161773	15	78897638	78897739	+	ENSG00000185787	own-gene 3' UTR	1	ENSG00000185787	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
124021	13	38362797	38363003	+	ENSG00000120686	own-gene 3' UTR	1	ENSG00000120686	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
469563	9	19378340	19378440	-	ENSG00000137154	exonic, not 3' UTR	1		True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
186908	17	7912203	7912205	+	ENSG00000170004	own-gene 3' UTR	1	ENSG00000170004	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
206389	17	80135213	80135411	-	ENSG00000141543	own-gene 3' UTR	1	ENSG00000141543	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
124563	13	41051913	41052423	-	ENSG00000120690	intronic (same-strand gene body)	1		True	False	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
172150	16	22492956	22493787	+	ENSG00000243716	intronic (same-strand gene body)	1		True	False	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
440712	7	129854046	129854693	-	ENSG00000186591	intronic (same-strand gene body)	1		True	False	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
408953	6	122448341	122449440	-	ENSG00000111897	intronic (same-strand gene body)	1		True	False	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
326106	3	139357459	139357689	-	ENSG00000184432	own-gene 3' UTR	1	ENSG00000184432	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
322895	3	122834133	122834768	+	ENSG00000138463	intronic (same-strand gene body)	1		True	False	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
156960	15	59687343	59688033	-	ENSG00000140299	intronic (same-strand gene body)	1		True	False	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
29188	1	151402722	151403162	-	ENSG00000143442	own-gene 3' UTR	1	ENSG00000143442	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
95549	12	6976175	6976605	-	ENSG00000111684	own-gene 3' UTR	1	ENSG00000111684	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
336139	3	196936313	196937104	-	ENSG00000114503	own-gene 3' UTR	1	ENSG00000114503	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
207322	17	82488258	82488267	+	ENSG00000141562	own-gene 3' UTR	1	ENSG00000141562	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
401017	6	53329380	53331588	-	ENSG00000012660	intronic (same-strand gene body)	1		True	False	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
243346	2	47805286	47808268	-	ENSG00000138081	own-gene 3' UTR	1	ENSG00000138081	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
320153	3	113811516	113812056	+	ENSG00000114573	own-gene 3' UTR	1	ENSG00000114573	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
374768	5	93618068	93618467	-	ENSG00000113391	own-gene 3' UTR	1	ENSG00000113391	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
501030	X	120436493	120436589	-	ENSG00000005893	own-gene 3' UTR	1	ENSG00000005893	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
478293	9	93446362	93446505	-	ENSG00000188938	own-gene 3' UTR	1	ENSG00000188938	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
10228	1	36455717	36455839	-	ENSG00000116898	own-gene 3' UTR	1	ENSG00000116898	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
168029	16	8854912	8854913	-	ENSG00000153048	own-gene 3' UTR	1	ENSG00000153048	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
198324	17	50381236	50381245	-	ENSG00000108829	own-gene 3' UTR	1	ENSG00000108829	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
375990	5	100807197	100807689	-	ENSG00000113532	own-gene 3' UTR	1	ENSG00000113532	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
195195	17	42579503	42579515	-	ENSG00000141699	own-gene 3' UTR	1	ENSG00000141699	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
188649	17	16445022	16445679	-	ENSG00000181350	intronic (same-strand gene body)	1		True	False	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
375587	5	96735354	96736700	+	ENSG00000153113	own-gene 3' UTR	1	ENSG00000153113	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
39585	1	202961868	202961873	-	ENSG00000159348	own-gene 3' UTR	1	ENSG00000159348	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
16749	1	67407809	67408627	-	ENSG00000142864	own-gene 3' UTR	1	ENSG00000142864	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
267791	2	197391826	197392130	-	ENSG00000115524	own-gene 3' UTR	1	ENSG00000115524	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
180207	16	71856711	71857333	+	ENSG00000224470	own-gene 3' UTR	2	ENSG00000224470	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
213083	18	36796058	36796529	-	ENSG00000134779	own-gene 3' UTR	1	ENSG00000134779	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
288882	21	14485706	14485822	-	ENSG00000155307	own-gene 3' UTR	1	ENSG00000155307	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
228035	19	38383777	38383824	+	ENSG00000099341	own-gene 3' UTR	1	ENSG00000099341	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
132836	14	22900644	22901130	-	ENSG00000100461	own-gene 3' UTR	1	ENSG00000100461	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
384459	5	151811347	151811356	+	ENSG00000145907	own-gene 3' UTR	1	ENSG00000145907	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
18704	1	86747578	86748184	+	ENSG00000097033	own-gene 3' UTR	1	ENSG00000097033	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
380624	5	134601132	134601551	-	ENSG00000152700	own-gene 3' UTR	1	ENSG00000152700	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
151850	15	40038281	40038592	-	ENSG00000140319	exonic, not 3' UTR	1		True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
326195	3	140979574	140979943	+	ENSG00000114120	own-gene 3' UTR	1	ENSG00000114120	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
221339	19	10692383	10692419	+	ENSG00000129351	own-gene 3' UTR	1	ENSG00000129351	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
80195	11	61299450	61299451	-	ENSG00000167986	own-gene 3' UTR	1	ENSG00000167986	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
59341	10	63453859	63455018	-	ENSG00000171988	intronic (same-strand gene body)	1		True	False	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
218445	19	2645199	2645993	-	ENSG00000176533	intronic (same-strand gene body)	1		True	False	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
320023	3	113629057	113629578	+	ENSG00000072858	own-gene 3' UTR	1	ENSG00000072858	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
77322	11	34100726	34102101	+	ENSG00000135387	own-gene 3' UTR	1	ENSG00000135387	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
368543	5	61395871	61396664	+	ENSG00000130449	intronic (same-strand gene body)	1		True	False	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
469558	9	19376184	19376314	-	ENSG00000137154	own-gene 3' UTR	1	ENSG00000137154	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
266387	2	190204626	190204644	-	ENSG00000198130	own-gene 3' UTR	1	ENSG00000198130	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
459575	8	97726309	97726314	+	ENSG00000147649	own-gene 3' UTR	1	ENSG00000147649	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
28678	1	150574664	150574759	-	ENSG00000143384	own-gene 3' UTR	1	ENSG00000143384	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
268730	2	201240272	201242109	+	ENSG00000064012	exonic, not 3' UTR	1		True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
199760	17	59567222	59568131	+	ENSG00000108406	intronic (same-strand gene body)	1		True	False	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
260081	2	151800978	151801053	-	ENSG00000162980	own-gene 3' UTR	1	ENSG00000162980	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
463693	8	124311382	124312613	-	ENSG00000164983	own-gene 3' UTR	1	ENSG00000164983	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
174959	16	31186072	31186138	+	ENSG00000089280	exonic, not 3' UTR	1		True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
165915	16	188967	189217	-	ENSG00000007392	own-gene 3' UTR	1	ENSG00000007392	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
82223	11	66646403	66646560	+	ENSG00000248643	own-gene 3' UTR	2	ENSG00000173933,ENSG00000248643	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
494567	X	53191972	53192696	-	ENSG00000126012	own-gene 3' UTR	1	ENSG00000126012	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
151843	15	40035739	40035740	-	ENSG00000140319	own-gene 3' UTR	1	ENSG00000140319	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
61383	10	73375780	73375889	-	ENSG00000138279	own-gene 3' UTR	1	ENSG00000138279	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
416883	6	163571029	163571802	+	ENSG00000112531	own-gene 3' UTR	1	ENSG00000112531	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
471191	9	34187432	34188167	+	ENSG00000165006	intronic (same-strand gene body)	1		True	False	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
47532	1	244840636	244840812	-	ENSG00000153187	own-gene 3' UTR	1	ENSG00000153187	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
459634	8	98044937	98045001	-	ENSG00000156482	own-gene 3' UTR	1	ENSG00000156482	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
194020	17	39404284	39404705	-	ENSG00000125686	own-gene 3' UTR	1	ENSG00000125686	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
107609	12	64713441	64713449	-	ENSG00000135677	own-gene 3' UTR	1	ENSG00000135677	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
477900	9	92210206	92210803	-	ENSG00000196305	own-gene 3' UTR	1	ENSG00000196305	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
462315	8	116749622	116749623	-	ENSG00000147677	intronic (same-strand gene body)	1		True	False	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
380291	5	133106231	133106449	+	ENSG00000170606	own-gene 3' UTR	1	ENSG00000170606	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
170274	16	16294805	16294811	+	ENSG00000103226	own-gene 3' UTR	1	ENSG00000103226	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
223744	19	17102230	17103098	+	ENSG00000099331	exonic, not 3' UTR	1		True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
391532	6	14123183	14123850	+	ENSG00000112149	intronic (same-strand gene body)	1		True	False	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
204483	17	75150368	75151179	-	ENSG00000189159	intronic (same-strand gene body)	1		True	False	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
281788	20	35276933	35276951	-	ENSG00000126005	own-gene 3' UTR	2	ENSG00000126005	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
31130	1	156600175	156601118	-	ENSG00000160818	intronic (same-strand gene body)	1		True	False	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
396442	6	32981309	32981310	+	ENSG00000204256	own-gene 3' UTR	1	ENSG00000204256	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
391939	6	16130533	16131586	+	ENSG00000007944	exonic, not 3' UTR	1		True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
267917	2	197511066	197511978	+	ENSG00000270757	intronic (same-strand gene body)	1		True	False	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
167276	16	3752439	3753011	-	ENSG00000005339	intronic (same-strand gene body)	1		True	False	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
190761	17	29257270	29257961	-	ENSG00000108256	own-gene 3' UTR	1	ENSG00000108256	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
311329	3	47585887	47586020	-	ENSG00000173473	own-gene 3' UTR	1	ENSG00000173473	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
267890	2	197492295	197493975	-	ENSG00000144381	exonic, not 3' UTR	1		True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
247396	2	70210203	70211134	-	ENSG00000115998	other-gene 3' UTR	2	ENSG00000116001	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
103016	12	46183054	46183847	-	ENSG00000111371	own-gene 3' UTR	1	ENSG00000111371	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
251115	2	96250494	96251287	-	ENSG00000135956	own-gene 3' UTR	1	ENSG00000135956	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
188644	17	16441464	16442387	-	ENSG00000181350	own-gene 3' UTR	1	ENSG00000181350	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
287705	20	63739099	63739103	+	ENSG00000197114	other-gene 3' UTR	3	ENSG00000203896,ENSG00000273154	False	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
